Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Diesel,Fuel_LPG,Fuel_Petrol
4619,Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,1.0,23.08,1461,63.1,5.0,3.9,1,1,0,0
4620,Maruti SX4 ZXI MT BSIV,Pune,2010,63067,2.0,15.5,1586,103.3,5.0,2.7,1,0,0,1
4621,Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,1.0,21.12,1248,88.8,5.0,2.95,1,1,0,0
4622,Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,1.0,16.55,1968,140.0,5.0,23.0,0,1,0,0
4623,Maruti Swift Ldi BSIV,Pune,2009,140000,2.0,17.8,1248,75.0,5.0,2.49,1,1,0,0
4624,Maruti Swift LDI Optional,Jaipur,2015,130000,1.0,25.2,1248,74.0,5.0,4.5,1,1,0,0
4625,Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,1.0,21.43,1364,87.2,5.0,4.5,1,1,0,0
4626,Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,1.0,27.3,1498,98.6,5.0,6.9,1,1,0,0
4627,BMW 6 Series 650i Coupe,Kochi,2010,65329,1.0,7.94,4395,450.0,4.0,20.72,0,0,0,1
4628,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,1.0,16.25,1198,73.9,5.0,2.21,1,0,0,1
4630,Land Rover Freelander 2 HSE,Mumbai,2011,82000,2.0,12.35,2179,187.74,5.0,13.9,0,1,0,0
4631,Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,1.0,15.3,1596,101.0,5.0,1.46,1,0,0,1
4632,Hyundai Verna SX CRDi AT,Pune,2012,83000,1.0,19.08,1582,126.32,5.0,6.0,0,1,0,0
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,1.0,21.7,999,67.0,5.0,3.0,1,0,0,1
4634,Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,1.0,22.3,1248,88.8,5.0,3.5,1,1,0,0
4635,Hyundai i20 Active 1.4 SX,Kochi,2018,37746,1.0,21.19,1396,88.73,5.0,7.59,1,1,0,0
4636,Maruti SX4 Zxi BSIII,Mumbai,2009,63274,2.0,15.0,1586,104.68,5.0,1.99,1,0,0,1
4637,Renault KWID RXT,Hyderabad,2016,25000,1.0,25.17,799,53.3,5.0,3.8,1,0,0,1
4638,Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,1.0,11.68,2498,112.0,7.0,4.0,1,1,0,0
4639,Hyundai EON D Lite Plus,Bangalore,2013,45010,2.0,21.1,814,55.2,5.0,2.95,1,0,0,1
4640,Honda Amaze VX i-DTEC,Delhi,2013,75348,1.0,25.8,1498,98.6,5.0,3.75,1,1,0,0
4641,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,1.0,22.07,1199,73.9,5.0,2.5,1,1,0,0
4642,Honda City 1.5 V MT,Pune,2011,102013,1.0,17.0,1497,118.0,5.0,3.75,1,0,0,1
4643,Toyota Fortuner 4x2 AT,Pune,2015,36000,1.0,12.55,2982,168.5,7.0,22.0,0,1,0,0
4644,Honda Amaze E i-Vtech,Kochi,2017,37578,1.0,18.0,1198,86.7,5.0,6.14,1,0,0,1
4645,BMW 1 Series 118d Base,Pune,2015,46001,1.0,20.58,1995,143.0,5.0,16.0,0,1,0,0
4646,Maruti Celerio VXI AT,Hyderabad,2014,46559,1.0,23.1,998,67.04,5.0,3.75,0,0,0,1
4647,Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,1.0,12.99,2494,100.6,8.0,11.75,1,1,0,0
4648,Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,2.0,16.36,2179,187.7,5.0,24.0,0,1,0,0
4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,1.0,17.5,1199,88.7,5.0,8.9,1,0,0,1
4650,BMW X1 sDrive20d,Chennai,2012,85000,3.0,17.05,1995,184.0,5.0,10.0,0,1,0,0
4651,Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,1.0,14.3,1598,103.5,5.0,5.55,0,0,0,1
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,1.0,16.09,1598,103.5,5.0,3.59,1,0,0,1
4653,Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,1.0,22.77,1498,98.59,5.0,11.13,1,1,0,0
4654,Mahindra XUV500 W6 2WD,Jaipur,2012,110000,1.0,15.1,2179,140.0,7.0,7.2,1,1,0,0
4655,Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,1.0,18.6,1388,67.0,5.0,2.98,1,1,0,0
4656,Hyundai Santro Xing GLS,Pune,2010,75000,2.0,17.92,1086,62.1,5.0,1.7,1,0,0,1
4657,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,1.0,12.0,2987,224.0,7.0,52.0,0,1,0,0
4658,Maruti Alto LXi BSII,Pune,2003,69966,1.0,19.7,796,46.3,5.0,0.95,1,0,0,1
4659,Honda City i VTEC VX Option,Mumbai,2016,42000,1.0,17.8,1497,117.3,5.0,9.25,1,0,0,1
4660,Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,1.0,13.01,2199,194.3,7.0,16.25,0,1,0,0
4661,Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,1.0,17.9,2143,136.0,5.0,20.99,0,1,0,0
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,2.0,12.8,2494,102.0,8.0,4.25,1,1,0,0
4663,BMW 3 Series 320d Sedan,Bangalore,2008,78000,2.0,16.07,1995,181.0,5.0,7.2,0,1,0,0
4664,Maruti Swift ZXI,Hyderabad,2011,53080,1.0,18.6,1197,85.8,5.0,4.4,1,0,0,1
4665,Volkswagen Vento Petrol Highline,Pune,2011,66000,2.0,15.04,1598,103.6,5.0,4.25,1,0,0,1
4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,1.0,16.02,1373,93.7,7.0,5.35,1,0,0,1
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,2.0,18.9,1197,82.0,5.0,6.3,0,0,0,1
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,1.0,19.67,1582,126.2,5.0,12.5,1,1,0,0
4669,Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,2.0,16.77,2967,241.38,5.0,7.5,0,1,0,0
4670,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,1.0,16.0,1997,140.0,7.0,11.25,1,1,0,0
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,1.0,16.05,1499,110.4,5.0,7.65,0,0,0,1
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,1.0,24.4,1120,71.0,5.0,4.5,1,1,0,0
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,1.0,21.21,1498,103.2,5.0,7.5,0,1,0,0
4674,Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,1.0,13.0,2987,210.0,5.0,7.1,0,0,0,1
4675,Hyundai i10 Magna,Mumbai,2010,55980,1.0,20.36,1197,78.9,5.0,2.25,1,0,0,1
4676,Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,1.0,17.11,1968,174.33,5.0,27.0,0,1,0,0
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,2.0,21.9,1396,88.76,5.0,4.18,1,1,0,0
4678,Hyundai Verna 1.4 EX,Chennai,2013,79000,1.0,23.5,1396,88.7,5.0,6.5,1,1,0,0
4679,Honda City 1.5 V MT,Delhi,2010,65100,1.0,17.0,1497,118.0,5.0,3.15,1,0,0,1
4680,Maruti Ertiga VDI,Pune,2016,54161,1.0,25.47,1248,88.5,7.0,7.64,1,1,0,0
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,1.0,19.7,796,46.3,5.0,2.4,1,0,0,1
4682,Maruti Wagon R AMT VXI,Mumbai,2016,9000,1.0,20.51,998,67.0,5.0,4.25,0,0,0,1
4683,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,1.0,19.08,1582,126.2,5.0,9.31,0,1,0,0
4684,Maruti Alto LXi BSIII,Bangalore,2011,64000,1.0,19.7,796,46.3,5.0,2.39,1,0,0,1
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,2.0,16.09,1598,103.5,5.0,7.64,1,0,0,1
4686,Maruti Baleno Zeta 1.2,Delhi,2016,21000,1.0,21.4,1197,83.1,5.0,6.21,1,0,0,1
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,1.0,0.0,2179,115.0,5.0,16.5,0,1,0,0
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,1.0,13.7,1997,153.86,5.0,8.22,0,0,0,1
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,1.0,14.24,2755,174.5,7.0,28.85,1,1,0,0
4690,Honda City V AT,Mumbai,2015,32000,1.0,15.6,1497,116.3,5.0,8.5,0,0,0,1
4691,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,2.0,12.0,5461,421.0,2.0,90.0,0,0,0,1
4692,Honda City i-VTEC S,Mumbai,2015,10400,1.0,17.4,1497,117.3,5.0,6.51,1,0,0,1
4693,Maruti Swift VDI,Mumbai,2013,35000,1.0,22.9,1248,74.0,5.0,4.65,1,1,0,0
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,1.0,14.53,1794,138.1,5.0,8.4,0,0,0,1
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,1.0,23.59,1364,67.06,5.0,5.75,1,1,0,0
4696,Maruti Wagon R LX,Jaipur,2006,110000,1.0,18.9,998,67.1,5.0,1.11,1,0,0,1
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,1.0,12.0,1991,184.0,5.0,17.25,0,0,0,1
4699,Jaguar XF Aero Sport Edition,Delhi,2012,16000,1.0,16.36,2179,187.7,5.0,32.0,0,1,0,0
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,1.0,17.0,1197,80.0,5.0,3.45,1,0,0,1
4701,Land Rover Freelander 2 SE,Pune,2014,85000,2.0,12.39,2179,147.51,5.0,23.0,0,1,0,0
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,1.0,18.6,1197,81.86,5.0,7.32,1,0,0,1
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,1.0,18.0,1198,86.7,5.0,4.4,1,0,0,1
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,1.0,0.0,2987,165.0,5.0,47.35,0,1,0,0
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,1.0,22.74,796,47.3,5.0,4.12,1,0,0,1
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,1.0,11.36,2755,171.5,7.0,19.5,0,1,0,0
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,1.0,18.9,1197,82.0,5.0,6.2,0,0,0,1
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,1.0,16.55,2993,258.0,5.0,45.0,0,1,0,0
4710,Hyundai i20 Magna,Chennai,2010,95000,2.0,18.5,1197,80.0,5.0,2.8,1,0,0,1
4711,Hyundai Grand i10 AT Asta,Pune,2015,32000,1.0,18.9,1197,82.0,5.0,4.8,0,0,0,1
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,1.0,25.01,1498,89.75,5.0,5.65,1,1,0,0
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,1.0,26.59,1248,74.0,5.0,5.9,1,1,0,0
4716,Toyota Etios VXD,Pune,2015,65000,2.0,23.59,1364,67.04,5.0,5.0,1,1,0,0
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,1.0,19.1,1197,82.0,5.0,4.9,1,0,0,1
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,1.0,13.5,1799,130.0,5.0,4.25,1,0,0,1
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,1.0,12.99,2494,100.6,8.0,10.9,1,1,0,0
4720,Hyundai Accent GLE,Delhi,2012,56000,1.0,13.2,1495,94.0,5.0,2.45,1,0,0,1
4721,Maruti Alto 800 LXI,Pune,2013,30000,1.0,22.74,796,47.3,5.0,2.5,1,0,0,1
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,1.0,8.1,5461,387.3,2.0,29.5,0,0,0,1
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,2.0,22.7,1498,89.84,5.0,5.75,1,1,0,0
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,1.0,20.14,1197,81.86,5.0,5.0,1,0,0,1
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,1.0,14.3,1598,103.6,5.0,4.62,0,0,0,1
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,1.0,15.73,1968,174.33,5.0,23.5,0,1,0,0
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,1.0,16.0,2179,140.0,7.0,7.25,1,1,0,0
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,1.0,17.0,1591,121.3,5.0,11.88,1,0,0,1
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,3.0,13.9,1599,103.2,5.0,2.25,1,0,0,1
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,2.0,14.2,1597,92.0,5.0,0.85,1,0,0,1
4731,Nissan Micra Active XV,Pune,2018,24000,1.0,19.69,1198,67.04,5.0,4.0,1,0,0,1
4732,Honda Brio VX AT,Pune,2016,32198,1.0,16.5,1198,86.8,5.0,5.1,0,0,0,1
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,1.0,12.99,2494,100.6,7.0,12.5,1,1,0,0
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,1.0,20.64,1498,108.5,5.0,2.9,1,1,0,0
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,1.0,16.0,2179,140.0,7.0,15.96,1,1,0,0
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,1.0,16.9,1197,82.0,5.0,5.45,0,0,0,1
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,1.0,13.5,2198,157.7,7.0,23.86,1,1,0,0
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,1.0,18.0,995,62.0,5.0,1.75,1,0,0,1
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,1.0,24.52,1248,88.5,7.0,9.75,1,1,0,0
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,1.0,25.8,1498,98.6,5.0,4.75,1,1,0,0
4741,Honda City i VTEC S,Delhi,2014,60000,1.0,17.4,1497,117.3,5.0,6.25,1,0,0,1
4742,Mini Cooper Countryman D,Bangalore,2014,35165,2.0,23.8,1998,112.0,5.0,22.0,0,1,0,0
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,1.0,14.53,1794,138.1,5.0,14.14,0,0,0,1
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,1.0,13.7,1798,157.75,5.0,11.95,0,0,0,1
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,1.0,18.9,998,67.1,5.0,2.5,1,0,0,1
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,1.0,19.81,1086,68.05,5.0,2.75,1,0,0,1
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,1.0,23.84,1199,84.0,5.0,5.85,1,0,0,1
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,1.0,21.4,1197,83.1,5.0,6.25,1,0,0,1
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,1.0,15.04,1598,103.2,5.0,4.95,1,0,0,1
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,1.0,18.9,1197,81.86,5.0,4.75,1,0,0,1
4752,Ford Figo Diesel EXI,Delhi,2013,54000,1.0,20.0,1399,68.05,5.0,2.55,1,1,0,0
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,2.0,13.9,1799,130.3,5.0,4.5,0,0,0,1
4754,Maruti Alto 800 LXI,Kochi,2015,21652,1.0,22.74,796,47.3,5.0,3.01,1,0,0,1
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,1.0,15.68,1999,177.0,5.0,42.0,0,1,0,0
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,1.0,12.4,2698,179.5,5.0,11.5,0,1,0,0
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,1.0,11.0,2987,198.5,5.0,10.99,0,1,0,0
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,1.0,17.0,1497,118.0,5.0,3.71,0,0,0,1
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,3.0,10.1,2354,152.0,5.0,2.0,0,0,0,1
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,1.0,28.09,1248,88.5,5.0,9.48,1,1,0,0
4761,Maruti Wagon R LXI,Jaipur,2004,62000,2.0,18.9,998,67.1,5.0,1.25,1,0,0,1
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,1.0,19.67,1582,126.2,5.0,10.9,1,1,0,0
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,1.0,28.09,1248,88.5,5.0,5.5,1,1,0,0
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,1.0,21.1,814,55.2,5.0,3.71,1,0,0,1
4765,Maruti Ertiga VXI,Mumbai,2014,69192,1.0,16.02,1373,93.7,7.0,6.25,1,0,0,1
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,1.0,20.54,1598,103.6,5.0,4.9,1,1,0,0
4767,Honda City 1.5 GXI,Mumbai,2005,81000,2.0,12.8,1493,100.0,5.0,1.1,1,0,0,1
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,1.0,16.47,1198,73.9,5.0,4.72,1,0,0,1
4769,Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,1.0,33.44,796,40.3,4.0,3.7,1,0,0,0
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,1.0,17.9,2143,136.0,5.0,24.85,0,1,0,0
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,1.0,14.66,2199,194.3,7.0,12.25,1,1,0,0
4772,Maruti Swift VDI,Kolkata,2014,47000,1.0,22.9,1248,74.0,5.0,3.9,1,1,0,0
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,1.0,18.6,1197,81.86,5.0,6.28,1,0,0,1
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,1.0,14.0,2498,112.0,8.0,2.75,1,1,0,0
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,1.0,18.9,1197,82.0,5.0,7.85,1,0,0,1
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,1.0,15.04,1598,103.6,5.0,2.95,1,0,0,1
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,2.0,11.7,2354,177.6,5.0,4.85,0,0,0,1
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,2.0,13.5,2925,281.61,5.0,30.0,0,1,0,0
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,1.0,15.0,2143,107.3,5.0,19.9,0,1,0,0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,1.0,20.5,1582,126.2,5.0,10.8,1,1,0,0
4781,Maruti Alto LXI,Hyderabad,2007,52195,1.0,19.7,796,46.3,5.0,1.75,1,0,0,1
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,1.0,20.38,1968,143.0,5.0,19.25,0,1,0,0
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,1.0,19.87,1461,83.8,5.0,5.5,1,1,0,0
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,1.0,17.8,1399,68.0,5.0,2.75,1,1,0,0
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,1.0,19.67,1582,126.2,5.0,13.0,1,1,0,0
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,1.0,20.0,1399,68.0,5.0,3.2,1,1,0,0
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,1.0,15.26,1598,103.5,5.0,5.84,1,0,0,1
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,2.0,16.8,1969,150.0,5.0,24.0,0,1,0,0
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,1.0,19.08,1582,126.32,5.0,6.25,0,1,0,0
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,1.0,14.49,2993,258.0,5.0,36.0,0,1,0,0
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,3.0,14.8,1998,68.0,5.0,3.0,1,1,0,0
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,1.0,11.5,2982,171.0,7.0,11.0,1,1,0,0
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,1.0,26.21,1248,88.5,5.0,6.5,1,1,0,0
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,1.0,24.3,1248,88.5,5.0,9.4,1,1,0,0
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,1.0,21.76,1995,190.0,5.0,37.92,0,1,0,0
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,1.0,14.4,1598,103.6,5.0,5.25,0,0,0,1
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,1.0,17.0,1197,80.0,5.0,4.5,1,0,0,1
4798,BMW X5 3.0d,Chennai,2009,110000,1.0,11.0,2993,235.0,5.0,18.0,0,1,0,0
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,1.0,19.1,1197,82.0,5.0,5.56,1,0,0,1
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,1.0,14.21,2143,203.0,5.0,22.0,0,1,0,0
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,1.0,12.39,2179,147.51,5.0,22.0,0,1,0,0
4802,Hyundai i10 Magna,Mumbai,2011,41000,1.0,20.36,1197,78.9,5.0,2.65,1,0,0,1
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,2.0,22.32,1582,126.32,5.0,5.85,1,1,0,0
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,1.0,19.33,1968,138.1,5.0,6.95,1,1,0,0
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,1.0,15.1,2179,140.0,7.0,6.5,1,1,0,0
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,3.0,19.7,796,35.0,8.0,0.85,1,0,0,1
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,2.0,14.67,1798,177.46,5.0,7.25,0,0,0,1
4808,Maruti Swift VDI,Pune,2012,94868,1.0,22.9,1248,74.0,5.0,4.5,1,1,0,0
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,1.0,10.5,2179,120.0,8.0,4.25,1,1,0,0
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,1.0,13.7,1991,183.0,5.0,26.0,0,0,0,1
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,1.0,16.55,2498,105.0,6.0,9.66,1,1,0,0
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,2.0,19.01,1461,108.45,5.0,6.85,1,1,0,0
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,1.0,12.8,1968,167.6,5.0,23.68,0,1,0,0
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,2.0,12.39,2179,147.51,5.0,15.75,0,1,0,0
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,3.0,20.54,1598,103.6,5.0,3.5,1,1,0,0
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,2.0,11.62,2979,306.0,5.0,6.99,0,0,0,1
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,1.0,22.7,1582,126.2,5.0,15.57,1,1,0,0
4818,Tata Sumo EX,Coimbatore,2015,84931,1.0,15.3,2956,83.8,7.0,5.29,1,1,0,0
4819,Datsun redi-GO T,Kolkata,2016,15000,1.0,22.7,799,53.64,5.0,2.25,1,0,0,1
4820,BMW X5 xDrive 30d,Chennai,2009,110000,1.0,11.7,2993,245.0,5.0,20.0,0,1,0,0
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,1.0,7.94,4395,450.0,4.0,47.5,0,0,0,1
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,2.0,18.9,1061,47.0,5.0,1.22,1,0,0,1
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,1.0,16.47,1198,73.9,5.0,3.65,1,0,0,1
4824,Datsun GO Plus A,Pune,2016,35000,1.0,20.62,1198,67.0,7.0,3.1,1,0,0,1
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,1.0,15.29,1591,121.3,5.0,11.5,1,0,0,1
4826,Maruti Alto K10 VXI,Kochi,2015,23876,1.0,24.07,998,67.1,5.0,3.46,1,0,0,1
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,1.0,14.66,2199,194.3,7.0,8.38,1,1,0,0
4828,Volkswagen Polo GT TDI,Pune,2014,68865,1.0,15.11,1598,103.6,5.0,4.8,1,1,0,0
4829,Honda Amaze S i-Dtech,Pune,2014,71000,2.0,25.8,1498,98.6,5.0,4.5,1,1,0,0
4831,Maruti Swift VDI,Kolkata,2014,25000,1.0,22.9,1248,74.0,5.0,3.95,1,1,0,0
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,1.0,20.5,1598,103.5,5.0,3.65,1,1,0,0
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,1.0,11.0,2987,198.5,5.0,10.0,0,1,0,0
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,2.0,12.05,2179,120.0,8.0,4.0,1,1,0,0
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,1.0,21.64,1461,84.8,5.0,4.75,1,1,0,0
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,2.0,17.5,1298,85.8,5.0,3.1,1,0,0,1
4837,Hyundai EON Sportz,Kochi,2017,46897,1.0,21.1,814,55.2,5.0,3.61,1,0,0,1
4838,Honda Brio S MT,Coimbatore,2015,36695,1.0,19.4,1198,86.8,5.0,4.29,1,0,0,1
4839,Nissan Micra XV Primo,Kolkata,2011,43000,1.0,18.06,1198,75.0,5.0,2.13,1,0,0,1
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,1.0,19.7,796,46.3,5.0,1.1,1,0,0,1
4841,BMW 3 Series 320d,Hyderabad,2011,89000,1.0,22.69,1995,190.0,5.0,13.95,0,1,0,0
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,1.0,16.47,1198,74.0,5.0,5.35,1,0,0,1
4843,Maruti Celerio LXI,Hyderabad,2014,58470,1.0,23.1,998,67.04,5.0,3.9,1,0,0,1
